job_id,job_link,last_processed_time,job_title,company,City,State,job_classification,job_keyword,seniority_level,seniority_level_keyword,title_id,keyword_id
4380,https://www.linkedin.com/jobs/view/data-scientist-at-atlassian-3797568772,2024-01-20 09:35:17.574268+0000,Data Scientist,Atlassian,Austin,TX,Data Scientist,Data Scientist,Mid-Level,unclassified,10,16
4381,https://www.linkedin.com/jobs/view/software-engineer-iii-data-modernization-at-clickjobs-io-3799883832,2024-01-20 08:49:44.590162+0000,Software Engineer III - Data Modernization,ClickJobs.io,Lithopolis,OH,Software & Platform Engineering,Software Engineer,Mid-Level,unclassified,2,2
4382,https://www.linkedin.com/jobs/view/lead-data-engineer-at-jobs-for-humanity-3804327084,2024-01-19 20:08:13.529725+0000,Lead Data Engineer,Jobs for Humanity,Scranton,PA,Data Engineer,Lead Data Engineer,Lead,Lead,4,4
4383,https://www.linkedin.com/jobs/view/sql-database-architect-at-dice-3805946945,2024-01-21 14:20:29.676943+0000,SQL Database Architect,Dice,Twinsburg,OH,Database Engineer / Administrator,Database,Entry-Level / Junior,unclassified,9,11
4384,https://www.linkedin.com/jobs/view/business-data-analyst-at-carter-machinery-3801607167,2024-01-20 02:56:41.448557+0000,BUSINESS DATA ANALYST,Carter Machinery,Salem,VA,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified,6,9
4385,https://www.linkedin.com/jobs/view/principal-data-architect-at-vir-consultant-llc-3793675646,2024-01-21 14:21:03.920987+0000,Principal Data Architect,VIR Consultant LLC,Tampa,FL,Data Architect,Principal Data Architect,Principal / Staff-Level,Principal,11,102
4386,https://www.linkedin.com/jobs/view/datacenter-technician-at-insight-global-3798696705,2024-01-19 15:07:59.892396+0000,Datacenter Technician,Insight Global,Goodyear,AZ,Cloud & Infrastructure Engineering,Datacenter Technician,Entry-Level / Junior,unclassified,14,67
4387,https://www.linkedin.com/jobs/view/specialist-solutions-architect-data-warehousing-data-governance-at-databricks-3790971908,2024-01-19 20:55:01.700275+0000,Specialist Solutions Architect - Data Warehousing & Data Governance,Databricks,Columbus,OH,Data Governance & Security,Data Governance,Senior-Level,Specialist,8,43
4388,https://www.linkedin.com/jobs/view/sr-quantitative-fin-analyst-aml-models-at-bank-of-america-3760362990,2024-01-19 13:34:24.471957+0000,Sr Quantitative Fin Analyst - AML Models,Bank of America,New York,NY,Risk & Compliance Analytics,Aml,Senior-Level,Sr,5,41
4389,https://www.linkedin.com/jobs/view/lead-data-analyst-user-growth-at-flex-3781052829,2024-01-21 15:54:07.533591+0000,"Lead Data Analyst, User Growth",Flex,New York,NY,Data Analyst,Data Analyst,Lead,Lead,6,9
4390,https://www.linkedin.com/jobs/view/future-opportunity-data-engineering-manager-at-avanade-3755002718,2024-01-20 08:50:20.859469+0000,Future Opportunity - Data Engineering Manager,Avanade,Denver,CO,Data Engineer,Data Engineering,Lead,Manager,4,13
4391,https://www.linkedin.com/jobs/view/manager-data-loss-prevention-dlp-engineer-symantec-at-jobs-for-humanity-3804059353,2024-01-20 06:06:07.183856+0000,"Manager, Data Loss Prevention (DLP) Engineer (Symantec)",Jobs for Humanity,Waco,TX,Risk & Compliance Analytics,Data Loss Prevention,Lead,Manager,5,6
4392,https://www.linkedin.com/jobs/view/data-analyst-iii-with-security-clearance-at-clearancejobs-3753464102,2024-01-20 12:48:31.894605+0000,Data Analyst III with Security Clearance,ClearanceJobs,Chantilly,VA,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified,6,9
4393,https://www.linkedin.com/jobs/view/specialist-solutions-architect-data-engineering-at-databricks-3805589009,2024-01-20 23:55:44.962136+0000,Specialist Solutions Architect - Data Engineering,Databricks,Chicago,IL,Data Engineer,Data Engineering,Senior-Level,Specialist,4,13
4394,https://www.linkedin.com/jobs/view/principal-enterprise-data-architect-at-oak-street-health-3735170910,2024-01-19 18:45:17.702275+0000,"Principal, Enterprise Data Architect",Oak Street Health,Chicago,IL,Data Architect,Enterprise Data Architect,Principal / Staff-Level,Principal,11,62
4395,https://www.linkedin.com/jobs/view/business-data-analyst-iii-701568-at-the-judge-group-3729748404,2024-01-20 23:59:51.779134+0000,Business Data Analyst - III (701568),The Judge Group,Temple Terrace,FL,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified,6,9
4396,https://www.linkedin.com/jobs/view/sr-quantitative-fin-analyst-aml-models-at-bank-of-america-3760368016,2024-01-21 16:16:09.243774+0000,Sr Quantitative Fin Analyst - AML Models,Bank of America,Wilmington,DE,Risk & Compliance Analytics,Aml,Senior-Level,Sr,5,41
4397,https://www.linkedin.com/jobs/view/manager-data-loss-prevention-dlp-engineer-symantec-at-jobs-for-humanity-3804059350,2024-01-20 09:39:32.154476+0000,"Manager, Data Loss Prevention (DLP) Engineer (Symantec)",Jobs for Humanity,Atlantic City,NJ,Risk & Compliance Analytics,Data Loss Prevention,Lead,Manager,5,6
4398,https://www.linkedin.com/jobs/view/database-administrator-at-rivo-holdings-llc-3793512741,2024-01-20 09:39:39.23844+0000,Database Administrator,"RIVO Holdings, LLC",San Diego,CA,Database Engineer / Administrator,Database,Entry-Level / Junior,unclassified,9,11
4399,https://www.linkedin.com/jobs/view/ps-clinical-data-manager-ii-at-university-of-utah-3660610802,2024-01-20 00:52:11.95616+0000,PS Clinical Data Manager II,University of Utah,Salt Lake City,UT,Data Operations & Management,Data Manager,Lead,Manager,12,23
4400,https://www.linkedin.com/jobs/view/senior-data-engineer-at-people-tech-group-inc-3804271099,2024-01-20 13:02:51.480352+0000,Senior Data Engineer,People Tech Group Inc,Seattle,WA,Data Engineer,Senior Data Engineer,Senior-Level,Senior,4,5
4401,https://www.linkedin.com/jobs/view/lead-data-engineer-fintech-team-bangkok-based-relocation-provided-at-agoda-3796559835,2024-01-21 16:18:21.859943+0000,"Lead Data Engineer (Fintech team) (Bangkok based, relocation provided)",Agoda,Dallas,TX,Data Engineer,Lead Data Engineer,Lead,Lead,4,4
4402,https://www.linkedin.com/jobs/view/payments-data-manager-at-ebay-deutschland-3805750302,2024-01-21 16:18:57.449356+0000,Payments Data Manager,eBay Deutschland,Equity,OH,Data Operations & Management,Data Manager,Lead,Manager,12,23
4403,https://www.linkedin.com/jobs/view/senior-ai-ml-data-engineer-at-flagship-pioneering-3669251466,2024-01-19 18:10:03.856959+0000,(Senior) AI/ML Data Engineer,Flagship Pioneering,Cambridge,MA,Data Engineer,Data Engineer,Senior-Level,Senior,4,14
4404,https://www.linkedin.com/jobs/view/lead-software-engineer-full-stack-enterprise-data-at-jobs-for-humanity-3804054793,2024-01-20 06:15:40.829266+0000,"Lead Software Engineer, Full Stack (Enterprise Data)",Jobs for Humanity,Harrisonburg,VA,Software & Platform Engineering,Software Engineer,Lead,Lead,2,2
4405,https://www.linkedin.com/jobs/view/data-science-manager-supply-chain-manufacturing-at-zs-3779853749,2024-01-19 18:02:21.054679+0000,Data Science Manager - Supply Chain & Manufacturing,ZS,Thousand Oaks,CA,Data Scientist,Data Science Manager,Lead,Manager,10,47
4406,https://www.linkedin.com/jobs/view/sr-data-engineer-hybrid-at-jobs-for-humanity-3806000792,2024-01-21 00:14:47.316157+0000,Sr. Data Engineer (Hybrid),Jobs for Humanity,New York County,NY,Data Engineer,Data Engineer,Senior-Level,Sr,4,14
4407,https://www.linkedin.com/jobs/view/senior-mlops-engineer-at-recruiting-from-scratch-3783324566,2024-01-21 00:15:56.541948+0000,Senior MLOps Engineer,Recruiting from Scratch,Durham,NC,MLOps Engineer,Mlops,Senior-Level,Senior,7,12
4408,https://www.linkedin.com/jobs/view/data-steward-at-liberty-personnel-services-inc-3722067281,2024-01-20 03:53:21.149949+0000,Data Steward,"Liberty Personnel Services, Inc.",Katy,TX,Data Governance & Security,Data Steward,Mid-Level,unclassified,8,25
4409,https://www.linkedin.com/jobs/view/data-scientist-at-w3global-3801127220,2024-01-19 12:18:59.226043+0000,Data Scientist,W3Global,Fort Meade,MD,Data Scientist,Data Scientist,Mid-Level,unclassified,10,16
4410,https://www.linkedin.com/jobs/view/principal-associate-data-loss-prevention-dlp-engineer-at-jobs-for-humanity-3804053867,2024-01-20 04:01:24.79665+0000,"Principal Associate, Data Loss Prevention (DLP) Engineer",Jobs for Humanity,Taunton,MA,Risk & Compliance Analytics,Data Loss Prevention,Principal / Staff-Level,Principal,5,6
4411,https://www.linkedin.com/jobs/view/senior-data-engineer-at-analytic-solutions-group-3720727873,2024-01-21 00:25:49.149572+0000,Senior Data Engineer,Analytic Solutions Group,McLean,VA,Data Engineer,Senior Data Engineer,Senior-Level,Senior,4,5
4412,https://www.linkedin.com/jobs/view/engineering-manager-database-security-at-snowflake-3766404070,2024-01-20 15:11:19.110358+0000,Engineering Manager - Database Security,Snowflake,San Mateo,CA,Database Engineer / Administrator,Database,Lead,Manager,9,11
4413,https://www.linkedin.com/jobs/view/specialist-solutions-architect-data-engineering-at-databricks-3805584629,2024-01-20 09:41:37.968368+0000,Specialist Solutions Architect - Data Engineering,Databricks,Detroit,MI,Data Engineer,Data Engineering,Senior-Level,Specialist,4,13
4414,https://www.linkedin.com/jobs/view/looking-for-data-architect-mclean-va-hybrid-contract-at-extend-information-systems-inc-3745397592,2024-01-20 07:21:40.753117+0000,"Looking for Data Architect - -McLean, VA (Hybrid) - Contract",Extend Information Systems Inc.,McLean,VA,Data Architect,Data Architect,Senior-Level,unclassified,11,30
4415,https://www.linkedin.com/jobs/view/data-analyst-at-avance-consulting-3802402526,2024-01-21 00:29:54.628925+0000,Data Analyst,Avance Consulting,Chicago,IL,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified,6,9
4416,https://www.linkedin.com/jobs/view/research-data-manager-pediatrics-at-care-new-england-3775465221,2024-01-21 00:36:48.865541+0000,Research Data Manager Pediatrics,Care New England,Providence,RI,Data Operations & Management,Data Manager,Lead,Manager,12,23
4417,https://www.linkedin.com/jobs/view/manager-data-engineering-at-jobs-for-humanity-3805358163,2024-01-21 00:39:07.445348+0000,"Manager, Data Engineering",Jobs for Humanity,Annapolis,MD,Data Engineer,Data Engineering,Lead,Manager,4,13
4418,https://www.linkedin.com/jobs/view/co-informatics-rn-clinical-data-analyst-rn-fulltime-permanent-days-evenings-grand-junction-at-mobile-health-team-inc-3789087760,2024-01-19 20:38:05.567818+0000,"CO - Informatics RN/Clinical Data Analyst RN, FulltIme Permanent, Days/Evenings - Grand Junction",Mobile Health Team Inc.,Grand Junction,CO,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified,6,9
4419,https://www.linkedin.com/jobs/view/senior-cloud-data-engineer-at-energy-jobline-3797451089,2024-01-19 20:38:53.217943+0000,Senior Cloud Data Engineer,Energy Jobline,Houston,TX,Data Engineer,Data Engineer,Senior-Level,Senior,4,14
4420,https://www.linkedin.com/jobs/view/specialist-solutions-architect-data-warehousing-data-governance-at-databricks-3790973791,2024-01-19 17:34:46.528514+0000,Specialist Solutions Architect - Data Warehousing & Data Governance,Databricks,Detroit,MI,Data Governance & Security,Data Governance,Senior-Level,Specialist,8,43
4421,https://www.linkedin.com/jobs/view/capital-market-quantitative-data-analyst-at-robert-half-3801879923,2024-01-19 20:41:53.897243+0000,Capital Market Quantitative Data Analyst,Robert Half,Reston,VA,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified,6,9
4422,https://www.linkedin.com/jobs/view/business-architect-lead-aml-sanctions-at-usaa-3804606645,2024-01-19 20:43:02.383058+0000,Business Architect Lead-AML/sanctions,USAA,San Antonio,TX,Risk & Compliance Analytics,Aml,Lead,Lead,5,41
4423,https://www.linkedin.com/jobs/view/principal-data-scientist-at-adp-3766368206,2024-01-21 16:39:14.520184+0000,Principal Data Scientist,ADP,Miami,FL,Data Scientist,Data Scientist,Principal / Staff-Level,Principal,10,16
4424,https://www.linkedin.com/jobs/view/marketing-data-specialist-at-lamar-johnson-collaborative-3780046863,2024-01-19 12:56:46.460928+0000,Marketing Data Specialist,Lamar Johnson Collaborative,Chicago,IL,Data Specialist,Data Specialist,Senior-Level,Specialist,13,29
4425,https://www.linkedin.com/jobs/view/staff-machine-learning-engineer-series-a-at-recruiting-from-scratch-3744394865,2024-01-21 00:45:00.796318+0000,"Staff Machine Learning Engineer, Series A",Recruiting from Scratch,Waltham,MA,Machine Learning Engineer,Machine Learning Engineer,Principal / Staff-Level,Staff,1,1
4426,https://www.linkedin.com/jobs/view/environmental-health-safety-data-analyst-at-northshore-university-healthsystem-3779272290,2024-01-20 11:42:14.877286+0000,Environmental Health & Safety Data Analyst,NorthShore University HealthSystem,Glenview,IL,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified,6,9
4427,https://www.linkedin.com/jobs/view/senior-data-engineer-at-zortech-solutions-3793689522,2024-01-19 21:40:02.205711+0000,Senior Data Engineer,Zortech Solutions,Chicago,IL,Data Engineer,Senior Data Engineer,Senior-Level,Senior,4,5
4428,https://www.linkedin.com/jobs/view/senior-data-engineer-at-mars-3805594578,2024-01-20 14:57:12.070839+0000,Senior Data Engineer,Mars,Franklin,TN,Data Engineer,Senior Data Engineer,Senior-Level,Senior,4,5
4429,https://www.linkedin.com/jobs/view/configuration-and-cdrl-data-manager-iii-secret-at-aegis-aerospace-inc-3800603108,2024-01-19 15:28:41.857085+0000,Configuration and CDRL Data Manager III Secret),Aegis Aerospace Inc.,Boston,MA,Data Operations & Management,Data Manager,Lead,Manager,12,23
4430,https://www.linkedin.com/jobs/view/worldpay-senior-director-data-architect-at-fis-3756082442,2024-01-20 14:57:48.079916+0000,"(Worldpay) Senior Director, Data Architect",FIS,Cincinnati,OH,Data Architect,Data Architect,Senior-Level,Senior,11,30
4431,https://www.linkedin.com/jobs/view/database-and-erp-systems-analyst-at-hartwick-college-3787761709,2024-01-19 18:01:45.498823+0000,Database and ERP Systems Analyst,Hartwick College,Oneonta,NY,Database Engineer / Administrator,Database,Entry-Level / Junior,unclassified,9,11
4432,https://www.linkedin.com/jobs/view/software-engineer-data-platform-at-lyft-3804395094,2024-01-21 00:57:40.084074+0000,"Software Engineer, Data Platform",Lyft,San Francisco,CA,Software & Platform Engineering,Software Engineer,Mid-Level,unclassified,2,2
4433,https://www.linkedin.com/jobs/view/staff-machine-learning-engineer-series-a-at-recruiting-from-scratch-3744396521,2024-01-19 17:55:49.490626+0000,"Staff Machine Learning Engineer, Series A",Recruiting from Scratch,San Diego,CA,Machine Learning Engineer,Machine Learning Engineer,Principal / Staff-Level,Staff,1,1
4434,https://www.linkedin.com/jobs/view/data-architect-at-amtex-systems-inc-3793671043,2024-01-21 01:00:39.420378+0000,Data Architect,Amtex Systems Inc.,Owings Mills,MD,Data Architect,Data Architect,Senior-Level,unclassified,11,30
4435,https://www.linkedin.com/jobs/view/distinguished-engineer-data-architecture-at-jobs-for-humanity-3804053579,2024-01-20 10:28:49.897407+0000,"Distinguished Engineer, Data Architecture",Jobs for Humanity,Charlottesville,VA,Data Architect,Data Architecture,Principal / Staff-Level,Distinguished,11,51
4436,https://www.linkedin.com/jobs/view/sr-enterprise-data-warehouse-architect-hybrid-role-in-san-antonio-area-at-argo-group-3526139588,2024-01-20 08:59:38.393765+0000,Sr. Enterprise Data Warehouse Architect - Hybrid role in San Antonio area,Argo Group,San Antonio,TX,Data Architect,Data Warehouse Architect,Senior-Level,Sr,11,45
4437,https://www.linkedin.com/jobs/view/lead-data-loss-prevention-analyst-at-vanguard-3767046324,2024-01-20 03:00:05.008656+0000,Lead Data Loss Prevention Analyst,Vanguard,Dallas,TX,Risk & Compliance Analytics,Data Loss Prevention,Lead,Lead,5,6
4438,https://www.linkedin.com/jobs/view/staff-mlops-engineer-at-harnham-3798267251,2024-01-21 00:22:47.919813+0000,Staff MLOps Engineer,Harnham,San Francisco,CA,MLOps Engineer,Mlops,Principal / Staff-Level,Staff,7,12
4439,https://www.linkedin.com/jobs/view/lead-data-scientist-at-mckesson-3771733336,2024-01-21 01:06:58.733512+0000,Lead Data Scientist,McKesson,Irving,TX,Data Scientist,Data Scientist,Lead,Lead,10,16
4440,https://www.linkedin.com/jobs/view/mlops-engineer-at-harnham-3803510690,2024-01-21 01:07:30.804688+0000,MLOps Engineer,Harnham,Tempe,AZ,MLOps Engineer,Mlops,Mid-Level,unclassified,7,12
4441,https://www.linkedin.com/jobs/view/sr-risk-adjustment-data-analyst-medicare-advantage-at-ucla-health-3778323214,2024-01-21 01:07:54.302677+0000,"Sr. Risk Adjustment Data Analyst, Medicare Advantage",UCLA Health,Los Angeles,CA,Data Analyst,Data Analyst,Senior-Level,Sr,6,9
4442,https://www.linkedin.com/jobs/view/manager-data-engineering-at-alex-lee-inc-3779289311,2024-01-20 09:00:47.39527+0000,"Manager, Data Engineering","Alex Lee, Inc.",Hickory,NC,Data Engineer,Data Engineering,Lead,Manager,4,13
4443,https://www.linkedin.com/jobs/view/manager-data-engineering-python-aws-airflow-snowflake-hybrid-at-jobs-for-humanity-3804060117,2024-01-20 09:01:10.608258+0000,"Manager, Data Engineering (Python, AWS, Airflow, Snowflake) (Hybrid)",Jobs for Humanity,Dover,DE,Data Engineer,Data Engineering,Lead,Manager,4,13
4444,https://www.linkedin.com/jobs/view/data-warehouse-experts-for-program-manager-at-diverse-lynx-3774688941,2024-01-19 14:28:48.866315+0000,Data Warehouse experts for Program Manager,Diverse Lynx,St Louis,MO,Data Modeling & Warehousing,Data Warehouse,Lead,Manager,3,3
4445,https://www.linkedin.com/jobs/view/senior-datacenter-engineer-at-world-wide-technology-3772673608,2024-01-20 00:17:12.524163+0000,Senior Datacenter Engineer,World Wide Technology,Lake Shore,SC,Cloud & Infrastructure Engineering,Datacenter Engineer,Senior-Level,Senior,14,78
4446,https://www.linkedin.com/jobs/view/jr-data-analyst-at-fives-3801057144,2024-01-19 12:03:32.845369+0000,Jr. Data Analyst,Fives,Hagerstown,MD,Data Analyst,Data Analyst,Entry-Level / Junior,Jr,6,9
4447,https://www.linkedin.com/jobs/view/database-marketing-manager-at-west-shore-home-3804434877,2024-01-20 09:05:03.218228+0000,Database Marketing Manager,West Shore Home,Mechanicsburg,PA,Database Engineer / Administrator,Database,Lead,Manager,9,11
4448,https://www.linkedin.com/jobs/view/clinical-data-analyst-bone-marrow-transplant-support-032-at-university-of-alabama-at-birmingham-3784915262,2024-01-20 09:05:45.734046+0000,Clinical Data Analyst - Bone Marrow Transplant Support - (032),University of Alabama at Birmingham,Birmingham,AL,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified,6,9
4449,https://www.linkedin.com/jobs/view/database-administrator-senior-at-general-dynamics-information-technology-3786896292,2024-01-20 09:05:48.583918+0000,Database Administrator Senior,General Dynamics Information Technology,Langley Forest,VA,Database Engineer / Administrator,Database,Senior-Level,Senior,9,11
4450,https://www.linkedin.com/jobs/view/sr-datacenter-engineer-infrastructure-network-engineering-at-tesla-3779278722,2024-01-20 09:07:24.035605+0000,"Sr. Datacenter Engineer, Infrastructure Network Engineering",Tesla,Buffalo,NY,Cloud & Infrastructure Engineering,Datacenter Engineer,Senior-Level,Sr,14,78
4451,https://www.linkedin.com/jobs/view/sr-data-engineer-hybrid-at-jobs-for-humanity-3788649049,2024-01-19 13:10:48.636837+0000,Sr. Data Engineer (Hybrid),Jobs for Humanity,Harrisonburg,VA,Data Engineer,Data Engineer,Senior-Level,Sr,4,14
4452,https://www.linkedin.com/jobs/view/senior-machine-learning-engineer-ai-at-recruiting-from-scratch-3744399072,2024-01-20 09:07:40.105519+0000,Senior Machine Learning Engineer - AI,Recruiting from Scratch,Lakeview,IL,Machine Learning Engineer,Machine Learning Engineer,Senior-Level,Senior,1,1
4453,https://www.linkedin.com/jobs/view/master-data-coordinator-at-fujifilm-diosynth-biotechnologies-3779847896,2024-01-21 17:03:48.678524+0000,Master Data Coordinator,FUJIFILM Diosynth Biotechnologies,Triangle,NC,Data Specialist,Data Coordinator,Principal / Staff-Level,Master,13,26
4454,https://www.linkedin.com/jobs/view/data-engineering-manager-at-avanade-3761476866,2024-01-20 09:55:00.780351+0000,Data Engineering Manager,Avanade,Cleveland,OH,Data Engineer,Data Engineering,Lead,Manager,4,13
4455,https://www.linkedin.com/jobs/view/lead-data-engineer-fintech-team-bangkok-based-relocation-provided-at-agoda-3796561893,2024-01-20 17:00:01.507812+0000,"Lead Data Engineer (Fintech team) (Bangkok based, relocation provided)",Agoda,New York,NY,Data Engineer,Lead Data Engineer,Lead,Lead,4,4
4456,https://www.linkedin.com/jobs/view/data-manager-pelham-park-middle-21st-century-community-learning-program-at-alabama-state-department-of-education-3779671867,2024-01-19 13:12:15.148446+0000,Data Manager-- Pelham Park Middle 21st Century Community Learning Program,Alabama State Department of Education,Pelham,AL,Data Operations & Management,Data Manager,Lead,Manager,12,23
4457,https://www.linkedin.com/jobs/view/senior-data-engineer-at-veear-projects-inc-3767584913,2024-01-21 17:06:17.808824+0000,Senior Data Engineer,VeeAR Projects Inc.,New York,NY,Data Engineer,Senior Data Engineer,Senior-Level,Senior,4,5
4458,https://www.linkedin.com/jobs/view/senior-database-administrator-onsite-at-raytheon-3801134743,2024-01-20 00:43:46.952725+0000,Senior Database Administrator (Onsite),Raytheon,Richardson,TX,Database Engineer / Administrator,Database,Senior-Level,Senior,9,11
4459,https://www.linkedin.com/jobs/view/senior-data-scientist-optimization-at-autogrid-3787725382,2024-01-21 00:20:46.79088+0000,Senior Data Scientist - Optimization,AutoGrid,Redwood City,CA,Data Scientist,Data Scientist,Senior-Level,Senior,10,16
4460,https://www.linkedin.com/jobs/view/senior-data-engineer-at-clickjobs-io-3799684986,2024-01-21 17:06:56.127726+0000,Senior Data Engineer,ClickJobs.io,Cheshire,CT,Data Engineer,Senior Data Engineer,Senior-Level,Senior,4,5
4461,https://www.linkedin.com/jobs/view/data-analyst-junior-at-synergisticit-3802499560,2024-01-19 14:19:48.199317+0000,Data Analyst - Junior,SynergisticIT,Los Angeles,CA,Data Analyst,Data Analyst,Entry-Level / Junior,Junior,6,9
4462,https://www.linkedin.com/jobs/view/principal-associate-data-loss-prevention-dlp-engineer-at-jobs-for-humanity-3804059367,2024-01-19 14:55:04.773519+0000,"Principal Associate, Data Loss Prevention (DLP) Engineer",Jobs for Humanity,Harrisonburg,VA,Risk & Compliance Analytics,Data Loss Prevention,Principal / Staff-Level,Principal,5,6
4463,https://www.linkedin.com/jobs/view/site-reliability-engineer-aml-at-bytedance-3434224433,2024-01-19 12:20:04.305409+0000,Site Reliability Engineer - AML,ByteDance,San Jose,CA,Cloud & Infrastructure Engineering,Site Reliability Engineer,Entry-Level / Junior,unclassified,14,53
4464,https://www.linkedin.com/jobs/view/lead-data-analyst-%E2%80%93-marketing-strategy-analytics-bangkok-based-relocation-provided-at-agoda-3805448150,2024-01-20 09:10:33.63507+0000,"Lead Data Analyst – Marketing Strategy & Analytics (Bangkok-based, relocation provided)",Agoda,Chicago,IL,Data Analyst,Data Analyst,Lead,Lead,6,9
4465,https://www.linkedin.com/jobs/view/manager-data-engineering-at-jobs-for-humanity-3805354757,2024-01-19 13:48:19.961057+0000,"Manager, Data Engineering",Jobs for Humanity,Waco,TX,Data Engineer,Data Engineering,Lead,Manager,4,13
4466,https://www.linkedin.com/jobs/view/senior-data-platform-engineer-at-mendel-ai-3767325025,2024-01-21 01:30:56.038811+0000,Senior Data Platform Engineer,Mendel.ai,San Jose,CA,Software & Platform Engineering,Platform Engineer,Senior-Level,Senior,2,48
4467,https://www.linkedin.com/jobs/view/associate-data-engineer-at-longevity-holdings-inc-3804422224,2024-01-19 16:55:13.358138+0000,Associate Data Engineer,"Longevity Holdings, Inc.",Minneapolis,MN,Data Engineer,Data Engineer,Entry-Level / Junior,Associate,4,14
4468,https://www.linkedin.com/jobs/view/sr-oracle-database-administrator-at-mantech-3792952349,2024-01-20 09:13:58.918289+0000,Sr. Oracle Database Administrator,ManTech,Annapolis Junction,MD,Database Engineer / Administrator,Database,Senior-Level,Sr,9,11
4469,https://www.linkedin.com/jobs/view/primarily-remote-data-analyst-alexandria-va-at-latitude-inc-3804488361,2024-01-21 01:42:05.713943+0000,Primarily Remote Data Analyst (Alexandria VA),Latitude Inc,Alexandria,VA,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified,6,9
4470,https://www.linkedin.com/jobs/view/staff-machine-learning-engineer-series-a-at-recruiting-from-scratch-3744900125,2024-01-21 01:48:40.821237+0000,"Staff Machine Learning Engineer, Series A",Recruiting from Scratch,Oxnard,CA,Machine Learning Engineer,Machine Learning Engineer,Principal / Staff-Level,Staff,1,1
4471,https://www.linkedin.com/jobs/view/2024-mlb-data-operations-seasonal-at-major-league-baseball-mlb-3760356369,2024-01-21 01:51:36.437065+0000,2024 MLB Data Operations (Seasonal),Major League Baseball (MLB),Cincinnati,OH,Data Operations & Management,Data Operations,Entry-Level / Junior,unclassified,12,22
4472,https://www.linkedin.com/jobs/view/data-scientist-consultant-at-jobs-for-humanity-3805658653,2024-01-21 02:02:01.96169+0000,Data Scientist Consultant,Jobs for Humanity,McLean,VA,Data Scientist,Data Scientist,Mid-Level,unclassified,10,16
4473,https://www.linkedin.com/jobs/view/senior-data-scientist-m-w-d-at-energy-jobline-3773708307,2024-01-21 02:02:51.807743+0000,Senior Data Scientist (m/w/d),Energy Jobline,Charlottesville,VA,Data Scientist,Data Scientist,Senior-Level,Senior,10,16
4474,https://www.linkedin.com/jobs/view/sr-backend-software-engineer-data-architecture-at-mavensoft-technologies-3797334308,2024-01-21 17:18:23.054816+0000,Sr. BackEnd Software Engineer - Data Architecture,Mavensoft Technologies,Beaverton,OR,Data Architect,Data Architecture,Senior-Level,Sr,11,51
4475,https://www.linkedin.com/jobs/view/senior-software-engineer-data-insights-at-secura-insurance-3803548207,2024-01-21 17:18:38.132389+0000,Senior Software Engineer - Data Insights,SECURA Insurance,Neenah,WI,Software & Platform Engineering,Software Engineer,Senior-Level,Senior,2,2
4476,https://www.linkedin.com/jobs/view/senior-machine-learning-engineer-llm-in-foster-city-ca-usa-at-energy-jobline-3804385051,2024-01-21 02:03:04.155767+0000,"Senior Machine Learning Engineer (LLM) in Foster City, CA, USA",Energy Jobline,Foster City,CA,Machine Learning Engineer,Machine Learning Engineer,Senior-Level,Senior,1,1
4477,https://www.linkedin.com/jobs/view/2024-mlb-data-operations-seasonal-at-major-league-baseball-mlb-3766318876,2024-01-21 17:20:08.654148+0000,2024 MLB Data Operations (Seasonal),Major League Baseball (MLB),Seattle,WA,Data Operations & Management,Data Operations,Entry-Level / Junior,unclassified,12,22
4478,https://www.linkedin.com/jobs/view/business-data-analyst-iv-at-crystal-equation-corporation-3796748711,2024-01-19 15:59:37.992486+0000,Business/Data Analyst IV,Crystal Equation Corporation,Menlo Park,CA,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified,6,9
4479,https://www.linkedin.com/jobs/view/manager-data-loss-prevention-dlp-engineer-symantec-at-jobs-for-humanity-3804055691,2024-01-21 17:22:15.133648+0000,"Manager, Data Loss Prevention (DLP) Engineer (Symantec)",Jobs for Humanity,Scranton,PA,Risk & Compliance Analytics,Data Loss Prevention,Lead,Manager,5,6
4480,https://www.linkedin.com/jobs/view/data-scientist-technical-program-manager-at-carnegie-mellon-university-3737122288,2024-01-21 17:23:17.725578+0000,Data Scientist - Technical Program Manager,Carnegie Mellon University,Pittsburgh,PA,Data Scientist,Data Scientist,Lead,Manager,10,16
4481,https://www.linkedin.com/jobs/view/manager-data-engineering-python-aws-airflow-snowflake-hybrid-at-jobs-for-humanity-3803854878,2024-01-19 16:28:23.059261+0000,"Manager, Data Engineering (Python, AWS, Airflow, Snowflake) (Hybrid)",Jobs for Humanity,Keene,NH,Data Engineer,Data Engineering,Lead,Manager,4,13
